customer_id,segment,age,gender,loyalty_member
C00759,Chronic Loyalists,74,M,True
C00760,Price Sensitives,26,F,True
C00761,Chronic Loyalists,54,M,True
C00762,Occasional Visitors,23,M,True
C00763,At-Risk Lapsing,41,F,True
C00764,Chronic Loyalists,40,F,True
C00765,Health Seekers,31,F,True
C00766,Rx-Only,38,M,True
C00767,Rx-Only,26,M,True
C00768,Health Seekers,33,M,True
C00769,Rx-Only,37,F,True
C00770,At-Risk Lapsing,64,F,True
C00771,Price Sensitives,41,M,True
C00772,Rx-Only,41,M,True
C00773,Chronic Loyalists,24,M,True
C00774,Occasional Visitors,69,F,True
C00775,Health Seekers,23,F,False
C00776,Rx-Only,74,F,True
C00777,Chronic Loyalists,77,F,True
C00778,Chronic Loyalists,22,M,True
C00779,Rx-Only,40,F,True
C00780,Rx-Only,53,F,False
C00781,Rx-Only,48,M,True
C00782,Chronic Loyalists,46,M,True
C00783,Rx-Only,48,M,True
C00784,Rx-Only,62,M,True
C00785,Occasional Visitors,74,F,True
C00786,Chronic Loyalists,54,M,True
C00787,Chronic Loyalists,71,F,True
C00788,Rx-Only,51,F,False
C00789,Health Seekers,57,F,True
C00790,Health Seekers,59,F,True
C00791,Health Seekers,67,M,False
C00792,Occasional Visitors,60,M,True
C00793,Price Sensitives,30,M,False
C00794,Rx-Only,64,F,False
C00795,Rx-Only,64,F,True
C00796,Rx-Only,32,F,True
C00797,Rx-Only,64,F,False
C00798,Health Seekers,24,M,True
C00799,Price Sensitives,42,M,True
C00800,Chronic Loyalists,42,F,True
C00801,Occasional Visitors,56,F,True
C00802,Price Sensitives,48,F,True
C00803,Health Seekers,73,F,False
C00804,Price Sensitives,53,F,True
C00805,Health Seekers,60,M,True
C00806,Health Seekers,72,F,True
C00807,Price Sensitives,63,F,True
C00808,Rx-Only,51,M,True
C00809,Rx-Only,44,M,True
C00810,Rx-Only,66,M,True
C00811,Rx-Only,65,F,True
C00812,Health Seekers,64,F,False
C00813,Health Seekers,72,M,True
C00814,Health Seekers,76,M,True
C00815,Chronic Loyalists,49,F,False
C00816,Rx-Only,54,F,True
C00817,Occasional Visitors,50,F,True
C00818,Price Sensitives,55,M,False
C00819,Occasional Visitors,74,M,True
C00820,Chronic Loyalists,47,F,True
C00821,Price Sensitives,28,F,False
C00822,Occasional Visitors,38,F,True
C00823,Rx-Only,50,F,True
C00824,Price Sensitives,75,F,True
C00825,Occasional Visitors,43,F,True
C00826,Health Seekers,62,F,True
C00827,Price Sensitives,66,F,True
C00828,Rx-Only,61,M,True
C00829,Chronic Loyalists,43,F,True
C00830,Chronic Loyalists,70,M,True
C00831,At-Risk Lapsing,41,F,True
C00832,Health Seekers,40,M,True
C00833,Occasional Visitors,25,F,True
C00834,Occasional Visitors,64,F,True
C00835,Occasional Visitors,70,M,True
C00836,Chronic Loyalists,77,F,True
C00837,Rx-Only,58,F,True
C00838,Rx-Only,38,M,True
C00839,Occasional Visitors,28,F,True
C00840,Health Seekers,38,M,True
C00841,Occasional Visitors,57,F,True
C00842,Occasional Visitors,33,F,True
C00843,Health Seekers,29,F,True
C00844,Chronic Loyalists,51,F,True
C00845,Chronic Loyalists,38,F,True
C00846,Occasional Visitors,39,F,True
C00847,Rx-Only,68,F,True
C00848,Health Seekers,66,F,True
C00849,Chronic Loyalists,57,F,True
C00850,Occasional Visitors,25,F,False
C00851,Occasional Visitors,58,F,True
C00852,Chronic Loyalists,58,M,True
C00853,Price Sensitives,36,F,True
C00854,Occasional Visitors,27,M,True
C00855,Rx-Only,50,M,True
C00856,Occasional Visitors,32,F,True
C00857,At-Risk Lapsing,48,F,True
C00858,Occasional Visitors,53,F,True
C00859,Rx-Only,52,M,True
C00860,At-Risk Lapsing,32,M,False
C00861,Rx-Only,69,M,True
C00862,Occasional Visitors,71,F,True
C00863,Chronic Loyalists,64,M,False
C00864,Price Sensitives,31,M,True
C00865,Rx-Only,40,M,True
C00866,Rx-Only,69,F,False
C00867,Health Seekers,49,F,True
C00868,Rx-Only,71,F,False
C00869,Price Sensitives,35,M,True
C00870,Occasional Visitors,76,F,True
C00871,Price Sensitives,65,F,True
C00872,Occasional Visitors,62,M,True
C00873,Occasional Visitors,28,F,True
C00874,Occasional Visitors,43,F,True
C00875,Price Sensitives,71,M,False
C00876,Rx-Only,64,F,True
C00877,At-Risk Lapsing,24,F,False
C00878,Price Sensitives,23,F,True
C00879,Price Sensitives,47,F,True
C00880,Rx-Only,41,M,True
C00881,Price Sensitives,41,F,False
C00882,Occasional Visitors,28,F,False
C00883,Occasional Visitors,48,F,True
C00884,Occasional Visitors,56,M,True
C00885,Occasional Visitors,52,F,True
C00886,Occasional Visitors,51,M,True
C00887,Rx-Only,33,F,False
C00888,Health Seekers,67,M,True
C00889,Health Seekers,41,M,False
C00890,Chronic Loyalists,24,F,True
C00891,Occasional Visitors,67,F,True
C00892,Chronic Loyalists,31,M,True
C00893,Health Seekers,57,M,False
C00894,Occasional Visitors,59,F,True
C00895,Chronic Loyalists,23,F,True
C00896,Occasional Visitors,26,F,False
C00897,Health Seekers,45,F,True
C00898,Price Sensitives,22,F,True
C00899,Occasional Visitors,63,M,True
C00900,Chronic Loyalists,46,F,True
C00901,Price Sensitives,36,M,True
C00902,Rx-Only,53,F,True
C00903,Rx-Only,34,F,True
C00904,Occasional Visitors,28,M,False
C00905,Chronic Loyalists,60,F,False
C00906,Price Sensitives,66,F,True
C00907,Rx-Only,47,F,True
C00908,Rx-Only,46,F,True
C00909,Rx-Only,49,M,False
C00910,Chronic Loyalists,55,F,True
C00911,At-Risk Lapsing,29,M,False
C00912,Health Seekers,31,M,True
C00913,Occasional Visitors,50,F,True
C00914,Occasional Visitors,62,M,True
C00915,Rx-Only,43,F,True
C00916,Occasional Visitors,41,M,True
C00917,Health Seekers,22,M,True
C00918,Health Seekers,48,M,True
C00919,Health Seekers,34,F,True
C00920,Occasional Visitors,76,F,True
C00921,Rx-Only,60,F,True
C00922,Occasional Visitors,34,F,False
C00923,Chronic Loyalists,38,F,True
C00924,Rx-Only,65,F,True
C00925,Health Seekers,73,F,False
C00926,Occasional Visitors,37,M,True
C00927,Occasional Visitors,35,F,True
C00928,Price Sensitives,33,M,False
C00929,Health Seekers,32,F,True
C00930,Health Seekers,50,F,False
C00931,Health Seekers,59,M,False
C00932,Chronic Loyalists,70,M,True
C00933,Health Seekers,23,F,False
C00934,Rx-Only,40,M,True
C00935,Price Sensitives,72,F,True
C00936,Price Sensitives,57,F,True
C00937,Occasional Visitors,62,M,True
C00938,Occasional Visitors,56,M,True
C00939,Occasional Visitors,63,M,False
C00940,Price Sensitives,29,F,True
C00941,Chronic Loyalists,48,M,True
C00942,Chronic Loyalists,35,M,False
C00943,Health Seekers,75,F,False
C00944,Chronic Loyalists,45,F,False
C00945,Chronic Loyalists,33,F,True
C00946,Rx-Only,52,M,False
C00947,Health Seekers,76,M,True
C00948,Chronic Loyalists,42,M,False
C00949,Chronic Loyalists,54,M,True
C00950,Health Seekers,73,F,True
C00951,Health Seekers,27,F,True
C00952,Chronic Loyalists,48,F,False
C00953,Rx-Only,24,M,True
C00954,Chronic Loyalists,76,M,False
C00955,Rx-Only,76,M,True
C00956,Chronic Loyalists,30,F,False
C00957,Occasional Visitors,49,M,False
C00958,Occasional Visitors,29,M,False
C00959,Occasional Visitors,51,M,False
C00960,Rx-Only,68,M,True
C00961,Occasional Visitors,76,M,False
C00962,Rx-Only,63,M,False
C00963,Chronic Loyalists,56,M,True
C00964,Chronic Loyalists,75,M,True
C00965,Health Seekers,66,F,True
C00966,Chronic Loyalists,36,F,True
C00967,Health Seekers,77,F,True
C00968,Chronic Loyalists,44,F,True
C00969,Health Seekers,27,M,True
C00970,Health Seekers,35,F,True
C00971,Rx-Only,64,M,True
C00972,Health Seekers,57,F,False
C00973,Rx-Only,28,M,True
C00974,Occasional Visitors,27,F,True
C00975,Chronic Loyalists,68,M,True
C00976,Chronic Loyalists,47,M,False
C00977,Chronic Loyalists,29,F,True
C00978,Health Seekers,23,F,False
C00979,Health Seekers,37,M,False
C00980,Chronic Loyalists,74,M,True
C00981,Price Sensitives,44,F,True
C00982,Occasional Visitors,67,M,False
C00983,Rx-Only,63,F,True
C00984,Health Seekers,31,F,True
C00985,Rx-Only,63,M,False
C00986,Health Seekers,38,F,True
C00987,Occasional Visitors,56,F,True
C00988,Occasional Visitors,32,F,False
C00989,At-Risk Lapsing,33,F,True
C00990,Chronic Loyalists,62,M,True
C00991,Health Seekers,68,F,False
C00992,Chronic Loyalists,66,F,True
C00993,Price Sensitives,67,M,True
C00994,Chronic Loyalists,35,M,True
C00995,Health Seekers,32,F,False
C00996,Chronic Loyalists,23,F,True
C00997,Chronic Loyalists,37,F,True
C00998,Occasional Visitors,37,M,False
C00999,Health Seekers,69,F,True
C01000,Chronic Loyalists,47,M,True
C01001,Occasional Visitors,68,F,True
C01002,Chronic Loyalists,34,F,False
C01003,Health Seekers,57,F,False
C01004,Health Seekers,33,M,True
C01005,Occasional Visitors,66,F,False
C01006,Occasional Visitors,36,M,True
C01007,Chronic Loyalists,63,M,True
C01008,Chronic Loyalists,41,F,True
C01009,Rx-Only,37,M,False
C01010,Health Seekers,44,F,True
C01011,Health Seekers,43,M,True
C01012,Health Seekers,40,F,False
C01013,Occasional Visitors,30,F,True
C01014,Chronic Loyalists,44,F,True
C01015,Chronic Loyalists,65,M,False
C01016,Rx-Only,25,F,False
C01017,Occasional Visitors,42,F,True
C01018,Rx-Only,23,M,True
C01019,Health Seekers,38,F,True
C01020,Price Sensitives,64,M,True
C01021,Chronic Loyalists,28,M,False
C01022,Rx-Only,32,F,True
C01023,Occasional Visitors,28,M,False
C01024,Chronic Loyalists,47,M,True
C01025,Occasional Visitors,33,M,False
C01026,Price Sensitives,70,F,True
C01027,Rx-Only,59,M,True
C01028,Occasional Visitors,61,M,True
C01029,Occasional Visitors,68,M,True
C01030,Rx-Only,41,F,True
C01031,Health Seekers,47,F,True
C01032,Rx-Only,30,F,False
C01033,Chronic Loyalists,23,M,True
C01034,Health Seekers,52,F,True
C01035,Price Sensitives,49,M,True
C01036,Health Seekers,67,M,True
C01037,Occasional Visitors,33,M,False
C01038,At-Risk Lapsing,43,F,True
C01039,Price Sensitives,46,M,False
C01040,Rx-Only,59,M,True
C01041,Chronic Loyalists,26,F,True
C01042,Rx-Only,35,F,True
C01043,Occasional Visitors,28,M,False
C01044,Price Sensitives,75,F,True
C01045,Chronic Loyalists,73,F,True
C01046,Chronic Loyalists,54,M,True
C01047,Chronic Loyalists,44,F,False
C01048,Price Sensitives,50,M,True
C01049,Health Seekers,66,F,True
C01050,Rx-Only,65,M,True
C01051,At-Risk Lapsing,32,F,False
C01052,At-Risk Lapsing,67,F,True
C01053,Rx-Only,22,M,True
C01054,Rx-Only,69,M,True
C01055,Occasional Visitors,65,F,True
C01056,Occasional Visitors,25,M,False
C01057,Chronic Loyalists,64,M,True
C01058,Health Seekers,68,F,False
C01059,Health Seekers,29,F,True
C01060,Health Seekers,34,F,True
C01061,Occasional Visitors,72,F,True
C01062,Health Seekers,47,M,False
C01063,Rx-Only,27,M,True
C01064,Chronic Loyalists,56,F,True
C01065,Price Sensitives,28,F,True
C01066,Chronic Loyalists,47,F,True
C01067,Price Sensitives,67,F,False
C01068,At-Risk Lapsing,75,M,False
C01069,Rx-Only,53,F,True
C01070,Health Seekers,62,M,True
C01071,At-Risk Lapsing,47,F,True
C01072,Chronic Loyalists,35,M,True
C01073,Chronic Loyalists,67,M,True
C01074,Rx-Only,46,M,True
C01075,Rx-Only,75,F,True
C01076,Rx-Only,28,F,False
C01077,Chronic Loyalists,28,F,True
C01078,Health Seekers,22,M,True
C01079,Rx-Only,75,M,True
C01080,Health Seekers,56,M,True
C01081,Rx-Only,64,F,False
C01082,Chronic Loyalists,50,M,True
C01083,Health Seekers,58,M,False
C01084,Rx-Only,62,F,True
C01085,Occasional Visitors,33,F,False
C01086,Health Seekers,28,F,True
C01087,At-Risk Lapsing,66,M,True
C01088,Occasional Visitors,40,F,True
C01089,Price Sensitives,63,F,False
C01090,At-Risk Lapsing,48,M,False
C01091,Chronic Loyalists,50,M,True
C01092,Rx-Only,60,M,True
C01093,Chronic Loyalists,39,M,True
C01094,Occasional Visitors,52,F,False
C01095,Rx-Only,70,F,True
C01096,Occasional Visitors,27,F,True
C01097,Chronic Loyalists,37,F,True
C01098,Rx-Only,30,M,False
C01099,Rx-Only,63,M,False
C01100,Occasional Visitors,36,F,True
C01101,Chronic Loyalists,31,M,True
C01102,Health Seekers,59,F,True
C01103,Chronic Loyalists,68,F,True
C01104,Rx-Only,37,F,False
C01105,Health Seekers,74,M,True
C01106,Occasional Visitors,43,F,True
C01107,Chronic Loyalists,64,F,True
C01108,Chronic Loyalists,33,F,False
C01109,Rx-Only,62,M,True
C01110,Occasional Visitors,64,M,False
C01111,Chronic Loyalists,49,M,True
C01112,Chronic Loyalists,77,M,True
C01113,Chronic Loyalists,55,M,False
C01114,Occasional Visitors,69,M,True
C01115,Chronic Loyalists,41,M,False
C01116,Rx-Only,66,F,False
C01117,Rx-Only,68,M,False
C01118,Health Seekers,47,F,False
C01119,Rx-Only,64,F,True
C01120,Chronic Loyalists,33,F,True
C01121,Health Seekers,49,F,False
C01122,At-Risk Lapsing,56,M,True
C01123,Rx-Only,34,F,True
C01124,Chronic Loyalists,69,F,False
C01125,Price Sensitives,42,M,True
C01126,Rx-Only,27,M,True
C01127,Occasional Visitors,53,M,True
C01128,Rx-Only,54,F,True
C01129,Rx-Only,39,M,False
C01130,Health Seekers,71,M,True
C01131,Occasional Visitors,66,M,True
C01132,Rx-Only,66,F,True
C01133,Price Sensitives,49,F,True
C01134,Health Seekers,71,M,False
C01135,Occasional Visitors,66,M,True
C01136,Chronic Loyalists,74,F,True
C01137,Occasional Visitors,73,M,True
C01138,Price Sensitives,57,M,True
C01139,Chronic Loyalists,55,F,True
C01140,Occasional Visitors,46,F,False
C01141,Rx-Only,40,M,True
C01142,Health Seekers,55,M,True
C01143,Rx-Only,53,F,True
C01144,Chronic Loyalists,51,F,True
C01145,Occasional Visitors,36,M,False
C01146,Health Seekers,47,F,True
C01147,Rx-Only,26,F,True
C01148,Price Sensitives,50,F,False
C01149,Occasional Visitors,52,M,True
C01150,Health Seekers,30,M,True
C01151,Chronic Loyalists,34,M,True
C01152,Health Seekers,77,M,True
C01153,Rx-Only,44,F,False
C01154,Price Sensitives,35,M,False
C01155,Chronic Loyalists,52,F,True
C01156,Chronic Loyalists,46,F,True
C01157,Occasional Visitors,24,M,True
C01158,Rx-Only,26,M,True
C01159,Rx-Only,37,F,False
C01160,Occasional Visitors,76,F,True
C01161,Occasional Visitors,57,M,True
C01162,Chronic Loyalists,68,M,False
C01163,Health Seekers,73,F,True
C01164,Price Sensitives,48,F,True
C01165,Price Sensitives,39,F,True
C01166,Health Seekers,38,F,True
C01167,Chronic Loyalists,55,M,True
C01168,Chronic Loyalists,47,M,True
C01169,Occasional Visitors,29,F,True
C01170,Occasional Visitors,28,M,True
C01171,Occasional Visitors,77,F,True
C01172,Rx-Only,66,M,True
C01173,Chronic Loyalists,28,M,True
C01174,Occasional Visitors,54,M,True
C01175,Rx-Only,38,F,False
C01176,Price Sensitives,68,M,False
C01177,Occasional Visitors,52,M,True
C01178,Chronic Loyalists,39,M,False
C01179,Chronic Loyalists,48,F,True
C01180,Health Seekers,68,F,True
C01181,Chronic Loyalists,51,F,True
C01182,Health Seekers,65,F,True
C01183,Rx-Only,50,M,True
C01184,Chronic Loyalists,29,M,True
C01185,Occasional Visitors,77,F,True
C01186,Rx-Only,43,M,False
C01187,Occasional Visitors,64,F,True
C01188,Occasional Visitors,42,F,True
C01189,Health Seekers,46,M,False
C01190,Chronic Loyalists,61,F,False
C01191,Chronic Loyalists,57,F,True
C01192,Chronic Loyalists,59,F,False
C01193,Price Sensitives,54,F,True
C01194,Health Seekers,48,M,True
C01195,Chronic Loyalists,57,F,True
C01196,Chronic Loyalists,63,M,True
C01197,Rx-Only,70,M,True
C01198,Price Sensitives,39,F,True
C01199,Occasional Visitors,25,F,True
C01200,At-Risk Lapsing,61,M,False
C01201,Price Sensitives,70,F,True
C01202,Occasional Visitors,35,F,True
C01203,At-Risk Lapsing,77,F,True
C01204,Occasional Visitors,59,F,False
C01205,Chronic Loyalists,68,M,True
C01206,Health Seekers,56,M,True
C01207,Price Sensitives,50,F,True
C01208,Occasional Visitors,51,M,True
C01209,Health Seekers,35,F,False
C01210,Occasional Visitors,76,M,True
C01211,Price Sensitives,22,F,True
C01212,Chronic Loyalists,72,F,True
C01213,Price Sensitives,61,M,True
C01214,Occasional Visitors,64,M,False
C01215,At-Risk Lapsing,74,M,True
C01216,Health Seekers,25,F,True
C01217,Occasional Visitors,71,M,True
C01218,Occasional Visitors,53,M,True
C01219,Chronic Loyalists,27,F,True
C01220,Chronic Loyalists,47,M,True
C01221,Health Seekers,36,F,False
C01222,Price Sensitives,23,F,True
C01223,At-Risk Lapsing,76,F,True
C01224,Occasional Visitors,24,M,True
C01225,Price Sensitives,44,F,False
C01226,Occasional Visitors,64,M,True
C01227,Health Seekers,53,F,True
C01228,Rx-Only,57,F,True
C01229,Chronic Loyalists,68,M,True
C01230,Rx-Only,48,F,True
C01231,Occasional Visitors,23,M,True
C01232,Rx-Only,46,F,True
C01233,Rx-Only,32,M,True
C01234,Chronic Loyalists,62,M,True
C01235,Chronic Loyalists,58,F,True
C01236,Occasional Visitors,25,F,True
C01237,At-Risk Lapsing,61,F,True
C01238,Rx-Only,50,F,True
C01239,Occasional Visitors,41,F,True
C01240,Health Seekers,70,M,True
C01241,Occasional Visitors,77,F,True
C01242,Health Seekers,48,F,True
C01243,Chronic Loyalists,47,M,True
C01244,Rx-Only,74,M,False
C01245,Rx-Only,54,M,True
C01246,Rx-Only,76,F,False
C01247,Price Sensitives,28,M,True
C01248,Chronic Loyalists,75,M,True
C01249,Chronic Loyalists,37,F,True
C01250,Rx-Only,37,F,True
C01251,Chronic Loyalists,28,F,True
C01252,Chronic Loyalists,25,F,False
C01253,Occasional Visitors,70,F,True
C01254,Occasional Visitors,45,F,True
C01255,Rx-Only,69,M,True
C01256,Health Seekers,34,F,False
C01257,Chronic Loyalists,67,F,True
C01258,Price Sensitives,35,F,True
C01259,Rx-Only,27,F,True
C01260,Health Seekers,75,F,True
C01261,Rx-Only,40,M,False
C01262,Chronic Loyalists,28,F,True
C01263,Chronic Loyalists,44,F,True
C01264,Chronic Loyalists,38,F,True
C01265,Rx-Only,29,F,True
C01266,At-Risk Lapsing,35,F,True
C01267,Chronic Loyalists,55,M,True
C01268,Occasional Visitors,52,F,True
C01269,Rx-Only,34,F,True
C01270,At-Risk Lapsing,26,M,True
C01271,Occasional Visitors,27,M,True
C01272,Rx-Only,33,F,True
C01273,Chronic Loyalists,57,M,False
C01274,Health Seekers,35,F,True
C01275,Rx-Only,71,M,False
C01276,Rx-Only,22,F,False
C01277,Rx-Only,65,F,True
C01278,Rx-Only,71,M,True
C01279,At-Risk Lapsing,77,M,True
C01280,Rx-Only,54,M,True
C01281,Rx-Only,33,M,True
C01282,Occasional Visitors,63,M,True
C01283,Chronic Loyalists,55,M,True
C01284,Chronic Loyalists,28,M,False
C01285,Chronic Loyalists,58,M,True
C01286,Health Seekers,39,M,True
C01287,Price Sensitives,74,M,False
C01288,At-Risk Lapsing,47,F,True
C01289,Occasional Visitors,25,F,True
C01290,Health Seekers,44,M,True
C01291,Chronic Loyalists,29,M,True
C01292,Rx-Only,34,M,True
C01293,Rx-Only,33,F,True
C01294,Health Seekers,43,F,True
C01295,Price Sensitives,45,M,True
C01296,Occasional Visitors,30,M,False
C01297,Rx-Only,31,F,True
C01298,Health Seekers,63,F,True
C01299,Health Seekers,69,M,True
C01300,Occasional Visitors,58,F,True
C01301,Health Seekers,70,F,True
C01302,At-Risk Lapsing,51,F,True
C01303,Rx-Only,74,M,True
C01304,Occasional Visitors,69,M,True
C01305,Rx-Only,73,M,False
C01306,At-Risk Lapsing,55,F,False
C01307,Occasional Visitors,35,M,True
C01308,Rx-Only,28,F,False
C01309,At-Risk Lapsing,64,F,True
C01310,Chronic Loyalists,40,M,True
C01311,At-Risk Lapsing,39,M,True
C01312,Rx-Only,55,F,True
C01313,Price Sensitives,64,F,True
C01314,Health Seekers,62,F,True
C01315,Rx-Only,36,M,False
C01316,Health Seekers,63,M,True
C01317,Health Seekers,48,F,True
C01318,Chronic Loyalists,70,M,False
C01319,Health Seekers,25,F,True
C01320,Occasional Visitors,68,M,False
C01321,Rx-Only,55,F,True
C01322,Rx-Only,68,F,True
C01323,Rx-Only,65,F,False
C01324,Chronic Loyalists,71,F,True
C01325,Chronic Loyalists,25,F,True
C01326,Chronic Loyalists,41,M,False
C01327,Rx-Only,38,F,False
C01328,Rx-Only,35,M,True
C01329,At-Risk Lapsing,65,M,True
C01330,Health Seekers,55,F,True
C01331,Health Seekers,60,F,True
C01332,Health Seekers,72,F,True
C01333,Health Seekers,42,F,True
C01334,Occasional Visitors,52,M,False
C01335,Rx-Only,40,F,True
C01336,Rx-Only,50,F,False
C01337,Health Seekers,27,F,False
C01338,Rx-Only,37,F,True
C01339,Rx-Only,46,F,True
C01340,Health Seekers,50,F,True
C01341,Chronic Loyalists,42,M,True
C01342,Rx-Only,59,M,True
C01343,Chronic Loyalists,42,F,True
C01344,Health Seekers,34,M,False
C01345,Occasional Visitors,40,F,True
C01346,Rx-Only,41,F,True
C01347,Rx-Only,57,F,True
C01348,Health Seekers,28,F,True
C01349,Chronic Loyalists,46,F,True
C01350,Health Seekers,72,M,True
C01351,At-Risk Lapsing,33,M,False
C01352,Occasional Visitors,44,M,True
C01353,Rx-Only,36,M,True
C01354,Rx-Only,40,M,True
C01355,Health Seekers,22,M,True
C01356,Chronic Loyalists,43,M,False
C01357,Occasional Visitors,60,F,True
C01358,Rx-Only,52,F,True
C01359,Chronic Loyalists,30,F,True
C01360,Rx-Only,39,M,True
C01361,Occasional Visitors,46,F,True
C01362,Chronic Loyalists,52,M,True
C01363,Chronic Loyalists,36,M,True
C01364,Chronic Loyalists,63,M,True
C01365,Occasional Visitors,60,M,True
C01366,Rx-Only,38,M,True
C01367,Occasional Visitors,76,F,True
C01368,Rx-Only,66,F,True
C01369,Occasional Visitors,27,F,True
C01370,Chronic Loyalists,43,F,True
C01371,Chronic Loyalists,69,M,True
C01372,Chronic Loyalists,60,F,True
C01373,Rx-Only,31,M,True
C01374,Health Seekers,25,F,True
C01375,Health Seekers,69,M,True
C01376,Occasional Visitors,25,F,True
C01377,Rx-Only,57,M,True
C01378,At-Risk Lapsing,34,M,True
C01379,Occasional Visitors,47,M,True
C01380,Price Sensitives,33,F,True
C01381,At-Risk Lapsing,62,M,True
C01382,Rx-Only,31,M,False
C01383,Rx-Only,56,F,True
C01384,Occasional Visitors,74,F,True
C01385,Rx-Only,29,M,True
C01386,Health Seekers,62,M,True
C01387,Health Seekers,46,F,True
C01388,Price Sensitives,44,M,False
C01389,Occasional Visitors,43,F,True
C01390,Chronic Loyalists,29,F,True
C01391,Occasional Visitors,26,M,True
C01392,Chronic Loyalists,51,F,True
C01393,Chronic Loyalists,69,F,True
C01394,Rx-Only,55,F,True
C01395,Health Seekers,26,F,False
C01396,Occasional Visitors,48,M,True
C01397,Chronic Loyalists,28,M,True
C01398,Health Seekers,49,F,False
C01399,Rx-Only,40,F,True
C01400,Chronic Loyalists,60,F,True
C01401,Price Sensitives,54,F,True
C01402,Health Seekers,60,F,False
C01403,Chronic Loyalists,68,F,True
C01404,Rx-Only,49,F,False
C01405,Rx-Only,72,M,True
C01406,Rx-Only,26,F,True
C01407,Price Sensitives,31,M,True
C01408,Price Sensitives,68,F,True
C01409,Rx-Only,67,F,True
C01410,Occasional Visitors,65,M,True
C01411,Occasional Visitors,37,M,True
C01412,Price Sensitives,52,F,False
C01413,Rx-Only,23,F,False
C01414,Rx-Only,59,F,False
C01415,Rx-Only,28,M,True
C01416,Rx-Only,42,F,True
C01417,Rx-Only,71,M,True
C01418,Occasional Visitors,31,F,True
C01419,Chronic Loyalists,75,M,False
C01420,Occasional Visitors,37,F,True
C01421,Chronic Loyalists,74,M,True
C01422,At-Risk Lapsing,34,M,True
C01423,Rx-Only,49,F,True
C01424,Chronic Loyalists,57,M,True
C01425,Occasional Visitors,74,F,True
C01426,Rx-Only,46,M,False
C01427,Health Seekers,74,F,True
C01428,Occasional Visitors,43,F,False
C01429,Health Seekers,22,M,True
C01430,Chronic Loyalists,51,M,False
C01431,Chronic Loyalists,43,F,True
C01432,Chronic Loyalists,31,F,True
C01433,Rx-Only,75,F,True
C01434,Rx-Only,36,F,False
C01435,Rx-Only,31,M,False
C01436,Health Seekers,44,F,True
C01437,Price Sensitives,54,M,True
C01438,Price Sensitives,28,M,True
C01439,Occasional Visitors,53,F,True
C01440,Chronic Loyalists,69,F,True
C01441,Chronic Loyalists,40,F,True
C01442,Rx-Only,66,M,True
C01443,Chronic Loyalists,73,F,True
C01444,Health Seekers,23,F,True
C01445,Chronic Loyalists,50,M,True
C01446,Chronic Loyalists,52,F,True
C01447,Rx-Only,54,F,True
C01448,Price Sensitives,23,M,False
C01449,Price Sensitives,37,M,True
C01450,Chronic Loyalists,33,M,False
C01451,Rx-Only,64,M,False
C01452,Rx-Only,57,M,True
C01453,Chronic Loyalists,71,F,True
C01454,Chronic Loyalists,50,M,True
C01455,Occasional Visitors,37,F,False
C01456,Price Sensitives,63,M,True
C01457,Price Sensitives,41,F,False
C01458,Chronic Loyalists,25,M,True
C01459,Chronic Loyalists,55,F,True
C01460,Health Seekers,63,M,True
C01461,Chronic Loyalists,50,F,True
C01462,Chronic Loyalists,23,F,True
C01463,Occasional Visitors,60,F,False
C01464,Health Seekers,75,M,True
C01465,Price Sensitives,39,M,True
C01466,Chronic Loyalists,31,F,True
C01467,Occasional Visitors,51,M,True
C01468,Rx-Only,34,M,True
C01469,Rx-Only,64,M,False
C01470,Rx-Only,23,M,False
C01471,Chronic Loyalists,61,M,True
C01472,Health Seekers,71,M,True
C01473,Rx-Only,68,F,False
C01474,Occasional Visitors,32,F,True
C01475,Chronic Loyalists,61,F,True
C01476,Rx-Only,63,F,True
C01477,Rx-Only,40,M,False
C01478,Rx-Only,33,M,True
C01479,Occasional Visitors,47,F,True
C01480,Chronic Loyalists,64,M,True
C01481,Chronic Loyalists,47,M,False
C01482,Rx-Only,70,F,False
C01483,Price Sensitives,63,F,True
C01484,Rx-Only,31,M,True
C01485,Price Sensitives,43,F,True
C01486,Price Sensitives,35,F,True
C01487,Health Seekers,71,F,True
C01488,Occasional Visitors,30,M,True
C01489,Price Sensitives,72,F,True
C01490,Health Seekers,63,F,True
C01491,Occasional Visitors,39,F,True
C01492,Rx-Only,32,M,True
C01493,Occasional Visitors,50,F,True
C01494,Health Seekers,66,M,True
C01495,Occasional Visitors,76,F,False
C01496,Rx-Only,36,M,True
C01497,Health Seekers,70,F,True
C01498,Health Seekers,23,F,False
C01499,At-Risk Lapsing,35,F,True
C01500,Chronic Loyalists,75,M,True
C01501,Chronic Loyalists,22,M,False
C01502,Rx-Only,65,F,False
C01503,Occasional Visitors,73,M,False
C01504,Chronic Loyalists,67,F,False
C01505,Price Sensitives,26,M,True
C01506,Rx-Only,54,M,True
C01507,At-Risk Lapsing,52,F,True
C01508,Occasional Visitors,48,F,True
C01509,Occasional Visitors,26,F,False
C01510,Occasional Visitors,59,F,True
C01511,Occasional Visitors,47,F,True
C01512,Rx-Only,72,F,True
C01513,Chronic Loyalists,72,F,False
C01514,Rx-Only,34,M,True
C01515,At-Risk Lapsing,52,M,True
C01516,Price Sensitives,45,F,True
C01517,Chronic Loyalists,33,M,True
C01518,Chronic Loyalists,53,F,True
